Organisation Name,Section,Costs (Higher),Financial year: End Date
CrossEurope Consulting,I - Professional consultancies/law firms/self-employed consultants,24999,01/12/2017
First Draft,"IV - Think tanks, research and academic institutions",24999,01/12/2017
Managementautoriteit ERDF West (KvW),"VI - Organisations representing local, regional and municipal authorities, other public or mixed entities, etc.",20000,01/06/2017
Uni†o Geral de Trabalhadores,II - In-house lobbyists and trade/business/professional associations,299999,01/12/2017
Teach For All Network (TFAN),III - Non-governmental organisations,18600,01/09/2017
BRITISH STEEL FRANCE RAIL SAS,II - In-house lobbyists and trade/business/professional associations,9999,01/12/2017
Groupe LACTALIS,II - In-house lobbyists and trade/business/professional associations,49999,01/12/2017
Asociacion Empresas de Distribucion Audiovisual de Andalucia (AEDAVA),II - In-house lobbyists and trade/business/professional associations,99999,01/12/2017
Liechtenstein Bankers Association (LBA),II - In-house lobbyists and trade/business/professional associations,299999,01/12/2017
Leibniz Institut fôr Biodiversit_t der Tiere - Zoologisches Forschungsmuseum Alexander Koenig (ZFMK),"IV - Think tanks, research and academic institutions",300000,01/12/2017
"3P BIOPHARMACEUTICALS, S.L. (3P)",II - In-house lobbyists and trade/business/professional associations,9999,01/12/2017
MOBIYO,II - In-house lobbyists and trade/business/professional associations,24999,01/12/2017
grupo accion local pesca litoral cadiz estrecho (GALP Cˆdiz Estrecho),II - In-house lobbyists and trade/business/professional associations,99999,01/12/2017
Fundacja Ochrony i Promocji D„br Kultury NIKE (Fundacja NIKE),III - Non-governmental organisations,128500,01/12/2017
Intercapital I.G.A. - SA (Intercapital),II - In-house lobbyists and trade/business/professional associations,49999,01/12/2017
American Chamber of Commerce in Germany e.V. (AmCham Germany),II - In-house lobbyists and trade/business/professional associations,9999,01/12/2017
L&G Holding,I - Professional consultancies/law firms/self-employed consultants,24999,01/12/2017
Center for Bioethics and Research (CBR),III - Non-governmental organisations,70000,01/12/2017
Association des utilisateurs et des distributeurs de l'agrochimie europ_enne (AUDACE),II - In-house lobbyists and trade/business/professional associations,199999,01/12/2017
Istituto centrale per il Catalogo Unico delle biblioteche italiane (ICCU),"VI - Organisations representing local, regional and municipal authorities, other public or mixed entities, etc.",200000,01/12/2017
International Fire and Rescue Services Association (CTIF),III - Non-governmental organisations,9999,01/12/2017
Obserwatorium.biz Sp„_ka z ograniczon_ odpowiedzialno_ci_ (Obserwatorium.biz),I - Professional consultancies/law firms/self-employed consultants,49999,01/12/2017
Technische Universitaet Berlin (TUB),"IV - Think tanks, research and academic institutions",20000,01/12/2017
Societ_ italiana di scienze applicate alle piante officinali ed ai prodotti per la salute (SISTE),III - Non-governmental organisations,199999,01/12/2017
ANOVA r_v_lateur de comp_tences,I - Professional consultancies/law firms/self-employed consultants,9999,01/07/2017
"Conf_d_ration Europ_enne des Entrepreneurs de Travaux Techniques Agricoles, Ruraux et Forestiers/ European Organisation of Agricultural, Rural and Forestry Contractors / Europ_ischer Zentralverband der Lohnunternehmer (CEETTAR)",II - In-house lobbyists and trade/business/professional associations,199999,01/12/2017
Eesti Maaôlikool (Estonian University of Life Sciences) (EMÊ),"IV - Think tanks, research and academic institutions",99999,01/12/2017
CCLP Worldwide (CCLPW-UNEDUCH),III - Non-governmental organisations,9000,01/03/2017
Dr. Peter K_hler (pk),I - Professional consultancies/law firms/self-employed consultants,9999,01/12/2017
Cybersecurity Advisers Network (CyAN),III - Non-governmental organisations,9999,01/12/2017
NEWBIOTECHNIC SA (nbt),II - In-house lobbyists and trade/business/professional associations,99999,01/12/2017
Institute of Directors Belgium (IOD Belgium),II - In-house lobbyists and trade/business/professional associations,9999,01/12/2017
Bundes_rztekammer (BAEK),II - In-house lobbyists and trade/business/professional associations,299999,01/06/2017
American Peanut Council (APC),II - In-house lobbyists and trade/business/professional associations,599999,01/09/2017
Railway Industry Association (RIA),II - In-house lobbyists and trade/business/professional associations,9999,01/03/2017
Conf_d_ration Internationale des N_gociants en Oeuvres d'Art (CINOA),II - In-house lobbyists and trade/business/professional associations,99999,01/03/2017
Konica Minolta Business Solution Europe GmbH (KMLE),II - In-house lobbyists and trade/business/professional associations,199999,01/03/2017
Imperial College London (ICL),"IV - Think tanks, research and academic institutions",30000,01/03/2017
The European Chamber of Commerce of Sri Lanka (ECCSL),II - In-house lobbyists and trade/business/professional associations,49999,01/03/2017
World Association of Newspapers and News Publishers (WAN-IFRA),II - In-house lobbyists and trade/business/professional associations,299999,01/12/2017
Richter Gedeon,II - In-house lobbyists and trade/business/professional associations,9999,01/06/2017
National Democratic Institute for International Affairs (NDI),III - Non-governmental organisations,24999,01/09/2017
Forbrukerrëdet (NCC),III - Non-governmental organisations,81000,01/12/2017
MAZARS,I - Professional consultancies/law firms/self-employed consultants,399999,01/08/2017
Verband der Hessisch-Pf_lzischen Zuckerrôbenanbauer e.V (VHPZ),II - In-house lobbyists and trade/business/professional associations,399999,01/03/2017
schibsted france (leboncoin),II - In-house lobbyists and trade/business/professional associations,24999,01/12/2017
Confederaci„n General del Trabajo de la Repìblica Argentina (CGTRA),II - In-house lobbyists and trade/business/professional associations,49999,01/09/2017
ABN AMRO Clearing Bank N.V. (AACB),II - In-house lobbyists and trade/business/professional associations,199999,01/12/2017
European Social Work Research Association (ESWRA),III - Non-governmental organisations,9999,01/10/2017
R_my Cointreau (RC),II - In-house lobbyists and trade/business/professional associations,49999,01/03/2017
Cranberry Marketing Committee (CMC),II - In-house lobbyists and trade/business/professional associations,199999,01/08/2017
Association française des industriels des produits de construction (AIMCC),II - In-house lobbyists and trade/business/professional associations,15000,01/12/2017
California Citrus Quality Council (CCQC),II - In-house lobbyists and trade/business/professional associations,199999,01/06/2017
CECONOMY AG (CEC),II - In-house lobbyists and trade/business/professional associations,9999,01/09/2017
European Network for Prevention and Health Promotion in Family Medicine and General Practice (EUROPREV),III - Non-governmental organisations,9999,01/12/2017
Agrupaci„n Empresarial del Sector TIC de La Rioja (AEI AERTIC),II - In-house lobbyists and trade/business/professional associations,9999,01/12/2017
Rapiscan Systems Ltd (RSL),II - In-house lobbyists and trade/business/professional associations,24999,01/06/2017
Children's Law Centre (CLC),III - Non-governmental organisations,250000,01/03/2017
Allegro.pl sp. z o.o. (Allegro.pl),II - In-house lobbyists and trade/business/professional associations,49999,01/03/2017
International Network for Sustainable Energy - Europe (INFORSE-Europe),III - Non-governmental organisations,9999,01/03/2017
Sumitomo Mitsui Banking Corporation (SMBC),II - In-house lobbyists and trade/business/professional associations,49999,01/03/2017
Topcon Positioning Europe,II - In-house lobbyists and trade/business/professional associations,100000,01/03/2017
The Floow,II - In-house lobbyists and trade/business/professional associations,9999,01/10/2017
Christian Aid Ireland,III - Non-governmental organisations,9999,01/03/2017
International Cheese Council of Canada (ICCC),III - Non-governmental organisations,24999,01/04/2017
New Zealand Environmental Defence Society (EDS),"IV - Think tanks, research and academic institutions",299999,01/03/2017
Global Alliance for Patient Access (GAfPA),II - In-house lobbyists and trade/business/professional associations,10000,01/06/2017
shecco,II - In-house lobbyists and trade/business/professional associations,24999,01/03/2017
Europos humanitarinis universitetas (EHU),"IV - Think tanks, research and academic institutions",9999,01/09/2017
Kirkland Consulting,I - Professional consultancies/law firms/self-employed consultants,24999,01/03/2017
"Senior Corporate Silver Spoon, Environment & Nature Association/ Ezôstkanˆl NyugdÍjas Tˆrsasˆgi, K_rnyezet- _s term_szetv_delmi Egyesôlet (European CSR)",III - Non-governmental organisations,199999,01/11/2017
Acustica Limited (Acustica),I - Professional consultancies/law firms/self-employed consultants,99999,01/06/2017
Fidra,III - Non-governmental organisations,24999,01/09/2017
TransEuropeanStemCellTherapy Society (TESCT),"IV - Think tanks, research and academic institutions",10000,01/11/2017
Football DataCo Limited (FDC),II - In-house lobbyists and trade/business/professional associations,9999,01/07/2017
Environmental association Za Zemiata (ZZ),III - Non-governmental organisations,9999,01/03/2017
European Secure Parking Organisation (ESPORG),II - In-house lobbyists and trade/business/professional associations,49999,01/09/2017
Associazione Produttori Tonnieri del Tirreno soc coop (APTT),II - In-house lobbyists and trade/business/professional associations,99999,01/10/2017
"Vereniging VACO, Bedrijfstakorganisatie van de Banden- en Wielenbranche (VACO)",II - In-house lobbyists and trade/business/professional associations,24999,01/06/2017
Schwarz Zentrale Dienste KG (Schwarz Gruppe),II - In-house lobbyists and trade/business/professional associations,99999,01/02/2017
"Plze_sk_ Prazdroj, a.s.",II - In-house lobbyists and trade/business/professional associations,299999,01/03/2017
SABANCI UNIVERSITESI (SU),"IV - Think tanks, research and academic institutions",855609,01/08/2017
EU-Malaysian Chamber of Commerce & Industry (EUMCCI),II - In-house lobbyists and trade/business/professional associations,599999,01/08/2017
GSAV Limited (GSAV),II - In-house lobbyists and trade/business/professional associations,9999,01/03/2017
FairPlay Consulting (FPC),I - Professional consultancies/law firms/self-employed consultants,49999,01/03/2017
Anti-Slavery International (Anti-Slavery),III - Non-governmental organisations,47142,01/03/2017
The Featured Artists Coalition (FAC),II - In-house lobbyists and trade/business/professional associations,100000,01/03/2017
ISACA (ISACA),II - In-house lobbyists and trade/business/professional associations,24999,01/04/2017
New Financial,"IV - Think tanks, research and academic institutions",99999,01/03/2017
Lithuanian robotics association (LRA),II - In-house lobbyists and trade/business/professional associations,9999,01/12/2017
Empresarios Agrupados Internacional (EA Internacional),II - In-house lobbyists and trade/business/professional associations,199999,01/12/2017
European Academy of Paediatrics/ Union of European Medical Specialists Section of Paediatrics (EAP/UEMS SP),III - Non-governmental organisations,99999,01/12/2017
Asia Securities Industry & Financial Markets Association (ASIFMA),II - In-house lobbyists and trade/business/professional associations,24999,01/10/2017
"Banco Primus, S.A.",II - In-house lobbyists and trade/business/professional associations,199999,01/12/2017
Energy Transitions Commission (ETC),II - In-house lobbyists and trade/business/professional associations,49999,01/12/2017
Federazione Gomma Plastica,II - In-house lobbyists and trade/business/professional associations,24999,01/12/2017
(SETE) GREEK TOURISM CONFEDERATION (SETE),II - In-house lobbyists and trade/business/professional associations,9999,01/12/2017
European Textile Collectivities Association (ACTE),III - Non-governmental organisations,99999,01/09/2017
Bundesverband ƒffentliche Dienstleistungen e.V. (BVƒD),III - Non-governmental organisations,199999,01/12/2017
