Organisation Name,Section,Costs (Higher),Financial year: End Date
BALBO SPORT ABILITY SRL,II - In-house lobbyists and trade/business/professional associations,49999,01/12/2015
Tecnologia Sostenible y Responsable,II - In-house lobbyists and trade/business/professional associations,9999,01/12/2015
INSTITUTE OF COMMUNICATION AND COMPUTER SYSTEMS (ICCS),"IV - Think tanks, research and academic institutions",9999,01/12/2015
Confederaç†o Nacional de MunicÍpios (CNM),III - Non-governmental organisations,9999,01/12/2015
Stichting Schone Kleren Kampagne / Clean Clothes Campaign (CCC),III - Non-governmental organisations,9999,01/12/2015
Institut dê Investigaci„ en Ciències de la Salut Germans Trias i Pujol (IGTP),"IV - Think tanks, research and academic institutions",2943000,01/12/2015
Union Nationale des Services Publics - Nationale Unie der Openbare Diensten (UNSP - NUOD),II - In-house lobbyists and trade/business/professional associations,9999,01/12/2015
Bayerischer Waldbesitzerverband e. V.,II - In-house lobbyists and trade/business/professional associations,99999,01/12/2015
Stena Line (SL),II - In-house lobbyists and trade/business/professional associations,49999,01/12/2015
Dynniq Nederland BV (Dynniq),II - In-house lobbyists and trade/business/professional associations,10000,01/12/2015
Magyar Banksz_vets_g (MBSZ),II - In-house lobbyists and trade/business/professional associations,49999,01/12/2015
International Co-operative Alliance (ICA),III - Non-governmental organisations,99999,01/12/2015
B'nai B'rith Europe (BBE),III - Non-governmental organisations,208653,01/12/2015
Bundesdruckerei (BDr),II - In-house lobbyists and trade/business/professional associations,120000,01/12/2015
Rat fôr Informationsinfrastrukturen (RfII),"IV - Think tanks, research and academic institutions",24999,01/12/2015
Association europ_enne des _lus de montagne (AEM),"VI - Organisations representing local, regional and municipal authorities, other public or mixed entities, etc.",99999,01/12/2015
Institute Mihajlo Pupin (IMP),"IV - Think tanks, research and academic institutions",42000,01/12/2015
European Association for the Streamlining of Energy Exchange - gas (EASEE-gas),II - In-house lobbyists and trade/business/professional associations,9999,01/12/2015
PIRAEUS PORT AUTHORITY SA (___ __),"VI - Organisations representing local, regional and municipal authorities, other public or mixed entities, etc.",599999,01/12/2015
International Cooperative Alliance-Asia and Pacific (ICA-AP),III - Non-governmental organisations,499999,01/12/2015
European Justice Forum (EJF),II - In-house lobbyists and trade/business/professional associations,24999,01/12/2015
Irish Fishermen's Organisation (IFO),III - Non-governmental organisations,9999,01/12/2015
EUROPLATFORMS EEIG,II - In-house lobbyists and trade/business/professional associations,24999,01/12/2015
Hellenic Association of Pharmaceutical Companies (SFEE),II - In-house lobbyists and trade/business/professional associations,9999,01/12/2015
European Security Transport Association (ESTA),II - In-house lobbyists and trade/business/professional associations,49999,01/12/2015
Cellule dêAnimation du R_seau wallon de D_veloppement rural (CARwDR),"VI - Organisations representing local, regional and municipal authorities, other public or mixed entities, etc.",316035,01/12/2015
"Daugavpils and Ilukste district partnership ""Neighbors""",III - Non-governmental organisations,9999,01/12/2015
ORGANISATION DES TRANSPORTEURS ROUTIERS EUROPEENS (OTRE),II - In-house lobbyists and trade/business/professional associations,9999,01/12/2015
Energikontor Sydost AB (ESS),III - Non-governmental organisations,9999,01/12/2015
Oxfam-Magasins du Monde (OMDM),III - Non-governmental organisations,24999,01/12/2015
CEN TC278 WG15 (ITS eSafety Standards)/WG17 (Urban ITS) (CEN TC278 WG15/WG17),III - Non-governmental organisations, -   ,01/12/2015
EUROGIP,II - In-house lobbyists and trade/business/professional associations,9999,01/12/2015
NATIONAL RAIL FREIGHT TRANSPORT COMPANY CFR MARFA (CFR MARFA),II - In-house lobbyists and trade/business/professional associations,9999,01/12/2015
Balkaninvest.eu (Balkaninvest),I - Professional consultancies/law firms/self-employed consultants,9999,01/12/2015
Bureau Veritas Marine & Offshore,II - In-house lobbyists and trade/business/professional associations,9999,01/12/2015
Euro-TC European Treatment Centres for Drug Addiction (Euro-TC),III - Non-governmental organisations,9999,01/12/2015
"Asociaci„n de Usuarios de Bancos, Cajas y Seguros (ADICAE)",III - Non-governmental organisations,199999,01/12/2015
Weiss Umwelttechnik GmbH (WUT),II - In-house lobbyists and trade/business/professional associations,9999,01/12/2015
Stoneridge Electronics AB,II - In-house lobbyists and trade/business/professional associations,199999,01/12/2015
vzw Rota (Rota),"IV - Think tanks, research and academic institutions",9999,01/12/2015
Quarzwerke GmbH (Quarzwerke),II - In-house lobbyists and trade/business/professional associations,24999,01/12/2015
ENTE NAZIONALE RISI (ENR),"VI - Organisations representing local, regional and municipal authorities, other public or mixed entities, etc.",24999,01/12/2015
Karlsruher Institut fôr Technologie (KIT),"IV - Think tanks, research and academic institutions",9999,01/12/2015
Rechtsanw_lte Reiser & Coll.,I - Professional consultancies/law firms/self-employed consultants,9999,01/12/2015
Union Europ_enne de Gymnastique (UEG),III - Non-governmental organisations,40000,01/12/2015
Carine Moitier,I - Professional consultancies/law firms/self-employed consultants,400000,01/12/2015
H_ndlerbund e.V.,II - In-house lobbyists and trade/business/professional associations,10000,01/12/2015
APOYO POSITIVO (AP),III - Non-governmental organisations,699999,01/12/2015
European Committee for Standardization (CEN),II - In-house lobbyists and trade/business/professional associations,199999,01/12/2015
IVL Swedish Environmental Research Institute,"IV - Think tanks, research and academic institutions",9999,01/12/2015
"Transported Asset Protection Association , Europe Middle East and Africa (TAPA EMEA)",II - In-house lobbyists and trade/business/professional associations,9999,01/12/2015
Vereniging Nederlandse Verkeersvliegers - Dutch ALPA (VNV),II - In-house lobbyists and trade/business/professional associations,99999,01/12/2015
istituto nazionale tributaristi (INT),II - In-house lobbyists and trade/business/professional associations,24999,01/12/2015
Institut ''Jo_ef Stefan'' (IJS),"IV - Think tanks, research and academic institutions",49999,01/12/2015
Kerkhoff Group GmbH,I - Professional consultancies/law firms/self-employed consultants,24999,01/12/2015
Universiteit Utrecht (UU),"IV - Think tanks, research and academic institutions",125000,01/12/2015
"Bundesverband Erdgas, Erd_l und Geoenergie e.V. (BVEG)",II - In-house lobbyists and trade/business/professional associations,199999,01/12/2015
Kongsberg Satellite Services AS (KSAT),II - In-house lobbyists and trade/business/professional associations,131421,01/12/2015
Verband der Sparda-Banken e.V. (VdSpB),II - In-house lobbyists and trade/business/professional associations,99999,01/12/2015
UNIVERSITA' DEGLI STUDI DI TRIESTE (UNITS),"IV - Think tanks, research and academic institutions",200000,01/12/2015
Federatia Organizatiilor Neguvernamentale pentru Dezvoltare / The Romanian NGDO Platform (FOND),III - Non-governmental organisations,24999,01/12/2015
Associaç†o Portuguesa de Nutriç†o (APN),III - Non-governmental organisations,204545,01/12/2015
Gesamtverband Kunststoffverarbeitende Industrie e. V. (GKV),II - In-house lobbyists and trade/business/professional associations,99999,01/12/2015
ChargeStorm AB (CS),I - Professional consultancies/law firms/self-employed consultants,15000,01/12/2015
Agroƒst ideell f_rening (Agroƒst),II - In-house lobbyists and trade/business/professional associations, -   ,01/12/2015
Politechnika _„dzka (Lodz University of Technology) (TUL),"IV - Think tanks, research and academic institutions",9999,01/12/2015
Enter srl (Enter),II - In-house lobbyists and trade/business/professional associations,100000,01/12/2015
Suva Luzern Fachstelle Marktôberwachung (FSM_Suva),"VI - Organisations representing local, regional and municipal authorities, other public or mixed entities, etc.",1000000,01/12/2015
Conf_d_ration G_n_rale du Travail Force ouvrière (cgt-FO),II - In-house lobbyists and trade/business/professional associations,399999,01/12/2015
International Artist Organisation (IAO),III - Non-governmental organisations,24999,01/12/2015
MedTech Europe (MTE),II - In-house lobbyists and trade/business/professional associations,599999,01/12/2015
Comit_ Europ_en de l'Outillage e.V. (CEO),II - In-house lobbyists and trade/business/professional associations,199999,01/12/2015
KWF Kankerbestrijding (KWF),III - Non-governmental organisations,161000,01/12/2015
The Golden Helix Foundation (GHXF),"IV - Think tanks, research and academic institutions",24999,01/12/2015
European Federation of Statisticians in the Pharmaceutical Industry (EFSPI),III - Non-governmental organisations,9999,01/12/2015
EUFC CZ s.r.o.,I - Professional consultancies/law firms/self-employed consultants,9999,01/12/2015
Climate-KIC Holding BV (Climate-KIC),II - In-house lobbyists and trade/business/professional associations,99999,01/12/2015
Stephen Thornhill,I - Professional consultancies/law firms/self-employed consultants,9999,01/12/2015
UNIWERSYTET WARSZAWSKI (UW),"IV - Think tanks, research and academic institutions",49999,01/12/2015
Agencia Regional da Energia e Ambiente da Regi†o Aut„noma da Madeira (AREAM),"IV - Think tanks, research and academic institutions",357166,01/12/2015
PIPISTREL Podjetje za alternativno letalstvo d.o.o. Ajdov__ina,II - In-house lobbyists and trade/business/professional associations,9999,01/12/2015
Cˆritas Diocesana de Coimbra (CDC),III - Non-governmental organisations,102653,01/12/2015
Society of Environmental Toxicology and Chemistry Europe (SETAC Europe VZW),III - Non-governmental organisations,33000,01/12/2015
FUNDACION MUJERES POR AFRICA (FMXA),III - Non-governmental organisations,9999,01/12/2015
Pro-tukipiste ry,III - Non-governmental organisations,9999,01/12/2015
_____ _._. -___________ _______ ________ ___ (ACHAIA SA LA),"VI - Organisations representing local, regional and municipal authorities, other public or mixed entities, etc.",442694,01/12/2015
Vision-Box (Vision-Box),II - In-house lobbyists and trade/business/professional associations,299999,01/12/2015
Associazione Nazionale per la Lotta contro l'AIDS  - Sezione Lombarda (ANLAIDS),III - Non-governmental organisations,9999,01/12/2015
Romanian Petroleum Exploration and Production Companies Association (ROPEPCA),II - In-house lobbyists and trade/business/professional associations, -   ,01/12/2015
Universita degli Studi di Cagliari (UniCa),"IV - Think tanks, research and academic institutions", -   ,01/12/2015
Forum per la Finanza Sostenibile (ItaSIF),III - Non-governmental organisations,9999,01/12/2015
Fundaci„ Solidaritat UB - EUROM (FSUB-EUROM),"IV - Think tanks, research and academic institutions",99999,01/12/2015
Center for Creative Training Association (CCTA),III - Non-governmental organisations,70000,01/12/2015
"Positiiviset ry, HivFinland",III - Non-governmental organisations,9999,01/12/2015
Stichting VUmc (VUmc),"IV - Think tanks, research and academic institutions",9999,01/12/2015
FONDAZIONE CASSA DI RISPARMIO DELLE PROVINCIE LOMBARDE,III - Non-governmental organisations,99999,01/12/2015
Stowarzyszenie Mi_dzynarodowej i Mi_dzykulturowej Wymiany ANAWOJ (ANAWOJ),III - Non-governmental organisations,996,01/12/2015
Stichting VU (VU),"IV - Think tanks, research and academic institutions",9999,01/12/2015
Universiteit Antwerpen (UAntwerpen),"IV - Think tanks, research and academic institutions",699999,01/12/2015
SYNDICAT FRANCAIS DE L'INDUSTRIE CIMENTIERE (SFIC),II - In-house lobbyists and trade/business/professional associations,9999,01/12/2015
Lithuanian University of Health Sciences (LSMU),"IV - Think tanks, research and academic institutions",24999,01/12/2015
Asociace pro mezinˆrodnÍ otˆzky (Association for International Affairs) (AMO),"IV - Think tanks, research and academic institutions",9999,01/12/2015
Cooperativa AgrÍcola de San Nicolˆs de Tolentino (COAGRISAN),III - Non-governmental organisations,708276,01/12/2015
