Organisation Name,Section,Costs (Higher),Financial year: End Date
StoneMilliner Asset Management LLP (SMAM),II - In-house lobbyists and trade/business/professional associations,9999,01/12/2016
Zielke Research Consult GmbH,I - Professional consultancies/law firms/self-employed consultants,24999,01/12/2016
EUROPEUM Institute for European Policy (EUROPEUM),"IV - Think tanks, research and academic institutions",199999,01/12/2016
European Society of Oncology Pharmacy (ESOP),III - Non-governmental organisations,9999,01/12/2016
Malta Chamber of SMEs (GRTU),II - In-house lobbyists and trade/business/professional associations,299999,01/12/2016
Institute for research and policy analysis - Romalitico Skopje (Romalitico),"IV - Think tanks, research and academic institutions",24999,01/12/2016
GLOBAL BIOENERGIES,II - In-house lobbyists and trade/business/professional associations,49999,01/12/2016
SD-M GmbH,II - In-house lobbyists and trade/business/professional associations,24999,01/12/2016
Netherlands Helsinki Committee (NHC),III - Non-governmental organisations,99999,01/12/2016
Associazione Internazionale per la Comunicazione Ambientale (A.I.C.A.),III - Non-governmental organisations,49999,01/12/2016
Reservil_isurheiluliitto ry (RESUL),III - Non-governmental organisations,9999,01/12/2016
European Federation of the Parquet Industry (FEP),II - In-house lobbyists and trade/business/professional associations,299999,01/12/2016
Edmund Gray,I - Professional consultancies/law firms/self-employed consultants,9999,01/12/2016
Council for Global Immigration (CFGI),II - In-house lobbyists and trade/business/professional associations,9999,01/12/2016
Nadacia Habitat for Humanity International (NHFHI),III - Non-governmental organisations,99999,01/12/2016
VDE Pr™f- und Zertifizierungsinstitut GmbH (VDE Institut),II - In-house lobbyists and trade/business/professional associations,99999,01/12/2016
Gestore dei Mercati Energetici S.p.A. (GME),"VI - Organisations representing local, regional and municipal authorities, other public or mixed entities, etc.",199999,01/12/2016
"Ingenieria Pontificia, S.L. (IP)",II - In-house lobbyists and trade/business/professional associations,199999,01/12/2016
Petities.nl,III - Non-governmental organisations,5960,01/12/2016
Aspen Institute Deutschland e.V.,III - Non-governmental organisations,499999,01/12/2016
Lega Nazionale per la Difesa del Cane (LNDC),III - Non-governmental organisations,24999,01/12/2016
Giacomelli Media Management and Consulting Ltd (Gm),II - In-house lobbyists and trade/business/professional associations,9999,01/12/2016
Ganymede Consultancy (Ganymede),I - Professional consultancies/law firms/self-employed consultants,9999,01/12/2016
SAE International (SAE),II - In-house lobbyists and trade/business/professional associations,99999,01/12/2016
AIMPLAS - Asociaciãn de Investigaciãn de Materiales Plösticos y Conexas (AIMPLAS),"IV - Think tanks, research and academic institutions",300000,01/12/2016
AGMinfo (AGMinfo),II - In-house lobbyists and trade/business/professional associations,9999,01/12/2016
Coordination des associations et des particuliers pour la libert_ de conscience (CAP LC),III - Non-governmental organisations,9999,01/12/2016
Digital Me,I - Professional consultancies/law firms/self-employed consultants,9999,01/12/2016
Eurochamp SAT 9963,II - In-house lobbyists and trade/business/professional associations,30000,01/08/2016
Standing Committee of European Doctors (CPME),II - In-house lobbyists and trade/business/professional associations,899999,01/12/2016
International Society for Pharmaceutical Engineering (ISPE),II - In-house lobbyists and trade/business/professional associations,199999,01/12/2016
Michael Succow Stiftung (MSS),III - Non-governmental organisations,99999,01/12/2016
OceanCare (OC),III - Non-governmental organisations,50000,01/12/2016
Consumer Association the Quality of Life (EKPIZO),III - Non-governmental organisations,9999,01/12/2016
Associaç o Portuguesa do Lixo Marinho (APLM),III - Non-governmental organisations,9999,01/12/2016
World Business Council for Sustainable Development (WBCSD),III - Non-governmental organisations,49999,01/12/2016
Norsafe AS,II - In-house lobbyists and trade/business/professional associations,24999,01/12/2016
Assembl_e des D_partements de France (ADF),"VI - Organisations representing local, regional and municipal authorities, other public or mixed entities, etc.",299999,01/12/2016
European Eye Bank Association (EEBA),III - Non-governmental organisations,9999,01/12/2016
N_kemisen ja silm_terveyden toimiala ry - Finnish Association of Vision and Eyecare (N—E),II - In-house lobbyists and trade/business/professional associations,899999,01/12/2016
The EntrepreneursâAssociation of Slovakia (The EAS),II - In-house lobbyists and trade/business/professional associations,49999,01/12/2016
Genossenschaftsverband Bayern (GVB),II - In-house lobbyists and trade/business/professional associations,9999,01/12/2016
Dr. Robert-Murjahn-Institut (RMI),"IV - Think tanks, research and academic institutions",24999,01/12/2016
Banque de D_veloppement du Conseil de l'Europe (CEB),"VI - Organisations representing local, regional and municipal authorities, other public or mixed entities, etc.",499999,01/12/2016
Competere (Competere),"IV - Think tanks, research and academic institutions",9999,01/12/2016
Flanders Make (Flanders Make),"IV - Think tanks, research and academic institutions",199999,01/12/2016
"S2 GRUPO DE INNOVACIîN EN PROCESOS ORGANIZATIVOS, S.L.U. (S2 Grupo)",II - In-house lobbyists and trade/business/professional associations,24999,01/12/2016
Svenska Cellulosa Aktiebolaget SCA (SCA),II - In-house lobbyists and trade/business/professional associations,49999,01/12/2016
Nexans,II - In-house lobbyists and trade/business/professional associations,199999,01/12/2016
ASOCIACIîN DE INVESTIGACIîN DE LAS INDUSTRIAS CERçMICAS (ITC-AICE),"IV - Think tanks, research and academic institutions",199999,01/12/2016
SRI Consultants Ltd T/A sriServices (sriServices),I - Professional consultancies/law firms/self-employed consultants,9999,01/12/2016
Vigeo Eiris,II - In-house lobbyists and trade/business/professional associations,49999,01/12/2016
Versicherungskammer Bayern Versicherungsanstalt des _ffentlichen Rechts (Versicherungskammer),II - In-house lobbyists and trade/business/professional associations,12000,01/12/2016
Triad Computer Services Ltd. (Triad),II - In-house lobbyists and trade/business/professional associations,223000,01/12/2016
Vlaamse Instelling voor Technologisch Onderzoek (VITO),"IV - Think tanks, research and academic institutions",1249999,01/12/2016
Istituto Universitario Salesiano Torino Rebaudengo (IUSTO),"IV - Think tanks, research and academic institutions",199999,01/08/2016
Corpi Sanitari Internazionali (Cosint),III - Non-governmental organisations,5000,01/12/2016
A. Silvestro sprl,I - Professional consultancies/law firms/self-employed consultants,9999,01/12/2016
"Intercontinental Distributors Ltd., (IDL)",II - In-house lobbyists and trade/business/professional associations,9999,01/12/2016
QUEIROZ GALVÕO CONSTRUCCIONES S.L.U. (QG),II - In-house lobbyists and trade/business/professional associations,49999,01/12/2016
RED DE INFORMACIîN AMBIENTAL DE ANDALUCêA. CONSEJERêA DE MEDIO AMBIENTE Y ORDENACIîN DEL TERRITORIO. JUNTA DE ANDALUCêA (REDIAM),"VI - Organisations representing local, regional and municipal authorities, other public or mixed entities, etc.",399999,01/12/2016
Fundacio Eurecat (Eurecat),II - In-house lobbyists and trade/business/professional associations,49999,01/12/2016
______ __________ (NB),II - In-house lobbyists and trade/business/professional associations,49999,01/12/2016
Europ_isches Kompetenzzentrum f™r Barrierefreiheit e.V. (EUKOBA),III - Non-governmental organisations,199999,01/12/2016
European Federation of Animal Science (EAAP),III - Non-governmental organisations,600000,01/12/2016
LG Sonic (LGS),II - In-house lobbyists and trade/business/professional associations,9999,01/12/2016
LINKS ASSOCIATES,I - Professional consultancies/law firms/self-employed consultants,49999,01/12/2016
HYDROGEN EUROPE RESEARCH (HE RESEARCH),II - In-house lobbyists and trade/business/professional associations,10278,01/12/2016
Hellenic Exchanges - Athens Stock Exchange S.A. (ATHEX Group),II - In-house lobbyists and trade/business/professional associations,24999,01/12/2016
Skaitmeninio sertifikavimo centras (SSC),II - In-house lobbyists and trade/business/professional associations,1000,01/12/2016
Academic Network fro Legal Studies on Immigration and Asylum in Europe (Odysseus),III - Non-governmental organisations,24999,01/12/2016
Stowarzyszenie EBIB (EBIB),III - Non-governmental organisations,9999,01/12/2016
Bloomberg L.P.,II - In-house lobbyists and trade/business/professional associations,99999,01/12/2016
"Advokat_ kontora ""Ellex Vali_nas ir partneriai"" (ELLEX)",I - Professional consultancies/law firms/self-employed consultants,49999,01/12/2016
Union Europ_nne des Acad_mies d'Agriculture (UEAA),"IV - Think tanks, research and academic institutions",9999,01/09/2016
Brake,III - Non-governmental organisations,9999,01/12/2016
Union nationale des centres communaux et intercommunaux d'action sociale (UNCCAS),III - Non-governmental organisations,199999,01/12/2016
eLife Sciences Publications Ltd (eLife),III - Non-governmental organisations,9999,01/12/2016
Spot_ebitelsk_ fãrum,III - Non-governmental organisations,9999,01/12/2016
Deutscher Franchiseverband e.V. (DFV),II - In-house lobbyists and trade/business/professional associations,1000000,01/12/2016
Fundacja na rzecz Nauki Polskiej (FNP),III - Non-governmental organisations,10000,01/12/2016
"Fondation Hirondelle, Media for Peace and Human Dignity (Fondation Hirondelle)",III - Non-governmental organisations,99999,01/12/2016
METROPOLE EUROPEENNE DE LILLE (MEL),"VI - Organisations representing local, regional and municipal authorities, other public or mixed entities, etc.",199999,01/12/2016
Global Feedback Ltd (Feedback),III - Non-governmental organisations,99999,01/10/2016
Gruppo SICURFORM S.r.l (Gruppo SICURFORM),I - Professional consultancies/law firms/self-employed consultants,60000,01/12/2016
European association of abnormal road transport and mobile cranes (ESTA),II - In-house lobbyists and trade/business/professional associations,9999,01/12/2016
Wilfried Martens Centre for European Studies (WMCES),"IV - Think tanks, research and academic institutions",49999,01/12/2016
Nuclear Transparency Watch (NTW),III - Non-governmental organisations,99999,01/12/2016
Heliatek GmbH (HTK),II - In-house lobbyists and trade/business/professional associations,9999,01/12/2016
Valore srl,I - Professional consultancies/law firms/self-employed consultants,100000,01/12/2016
Magyar Helsinki Bizottsög,III - Non-governmental organisations,24999,01/12/2016
Ilmatieteen laitos (FMI),"IV - Think tanks, research and academic institutions",99999,01/12/2016
Heetch (Heetch),II - In-house lobbyists and trade/business/professional associations,199999,01/12/2016
"_eskö asociace poji__oven (_AP, CAP)",II - In-house lobbyists and trade/business/professional associations,199999,01/12/2016
Irish Forestry and Forest Products Association (IFFPA),II - In-house lobbyists and trade/business/professional associations,9999,01/12/2016
Institut f™r Textiltechnik (ITA),"IV - Think tanks, research and academic institutions",199999,01/12/2016
Greek Collecting Society for literary works (O.S.D.EL.),II - In-house lobbyists and trade/business/professional associations,9999,01/12/2016
Anemone Technology,I - Professional consultancies/law firms/self-employed consultants,49999,01/12/2016
SEKAB Biofuels & Chemicals AB (SEKAB B&C),II - In-house lobbyists and trade/business/professional associations,9999,01/12/2016
Business Upper Austria - OÄ Wirtschaftsagentur GmbH (Biz-Up),II - In-house lobbyists and trade/business/professional associations,9999,01/12/2016
European Concrete Platform (ECP),II - In-house lobbyists and trade/business/professional associations,9999,01/12/2016
Fundaciãn Savia por el Compromiso y los Valores (Fundaciãn Savia),III - Non-governmental organisations,29001,01/12/2016
